,0
sdk,10.569546377201412
예측,10.541084255539985
배우,10.512989574507833
보다,10.478170627698134
관계,10.439728027652931
베이스,10.420663571814925
computer,10.41748266070508
dbms,10.391804219372542
관리자,10.34006015867986
동기,10.226014222765118
으며,10.189407370495248
패턴,10.184458593900995
프로토콜,10.178811766247524
통계,10.159378940847503
시장,10.15741116498937
회사,10.121286359851958
트렌드,10.117042709117289
engineering,10.09668405008045
experience,10.038486330499056
동작,9.993856562314614
스크립트,9.991224481424718
전체,9.977983257063885
직접,9.971924639164838
논문,9.962788104169977
계열,9.955916762087593
절차,9.952382063892175
nest,9.902727602336762
jenkins,9.869322609214011
confluence,9.814335968261984
http,9.79847294018044
슈팅,9.773517008393322
spa,9.770038061737084
요구사항,9.767132890290023
기기,9.759525967123794
가공,9.757029621555057
진단,9.746955966255237
네이티브,9.741164224469413
의견,9.729491636670733
graphql,9.715308805370112
달성,9.69333432740391
설치,9.688819586454343
취약점,9.683386904289737
운용,9.678337047177225
대시보드,9.649667184840476
트러블,9.648423847166436
영어,9.642833438068067
orm,9.637705755441267
springboot,9.633814711364654
능동,9.633357166228938
단위,9.631526837069007
쿼리,9.623238771374018
추가,9.605548708579608
net,9.600797974197373
리팩토링,9.54837651420746
network,9.544061166435085
높이,9.541324284302217
상응,9.54022361417846
반영,9.538252101291965
객체,9.508898747212305
rdb,9.485581547907236
기간,9.482360334719525
angular,9.467266795549927
차량,9.445612877400992
디바이스,9.410580223818169
산업,9.400935248049889
실제,9.38188576358239
케이스,9.374378052773542
안드로이드,9.329474481094222
포트폴리오,9.324680646916047
mariadb,9.314368271649988
구성원,9.300438655099803
성과,9.278966683834811
시간,9.24110704648024
관점,9.137569634155101
주행,9.132223701430688
소개,9.118429556152918
발전,9.113968660466483
hw,9.098315054591868
jquery,9.075192216138278
airflow,9.061866156328106
design,9.052952574445989
개월,9.036908183085279
google,9.02974132387407
전처리,9.01856143925914
아래,8.995194575741975
전달,8.984972751282866
추출,8.98249608388265
자신,8.975535173225744
마케팅,8.949535824992306
혁신,8.937518822459094
가상,8.91930724695106
code,8.90124366257752
자동화,8.89661672845496
자산,8.86697788893972
점검,8.859260073810558
자체,8.833742182767296
ip,8.828236199698368
iot,8.812250017198274
스타트업,8.803145213329088
단계,8.759783386219462
멀티,8.74622537808699
pc,8.736960988460966
이끌,8.711567322441118
스마트,8.677110963926262
끊이,8.670274906515706
만드,8.659046886733334
정규직,8.64613144699549
현재,8.645172792813552
생각,8.638480078111572
빌드,8.600805422164576
어드민,8.579392127126935
합류,8.557611794965876
위협,8.556975505228298
for,8.545038529241078
ec,8.466024174727837
mlops,8.440669012961743
추천,8.406781357072077
파트,8.399865358357681
버그,8.387932459899691
embedded,8.380458659245088
적합,8.37604586247523
명확,8.349217489672084
golang,8.34793831107057
포지션,8.325652785016684
figma,8.324232049070641
마이크로,8.308032917271968
맞추,8.26625126238129
신호,8.264003384386271
해결책,8.245985322696889
cs,8.244229682499125
자세,8.243716412455544
database,8.243124248262719
물류,8.225077487644898
전환,8.199745470959597
영역,8.18697534443016
notion,8.18470637087502
수정,8.179244665599377
대상,8.147027231834407
인터뷰,8.133231361113346
인사이트,8.108873796522245
디버깅,8.089941960357933
앤드,8.066238060493063
비용,8.046919545272624
본인,8.007332950198155
최종,7.958944148502815
추적,7.955196394470589
원인,7.95267702725641
에요,7.93804373943218
강화,7.935043252636902
국내,7.930036284399087
dl,7.908789981282839
개념,7.894504360552616
mobile,7.854879920517981
시각화,7.830928955037062
인식,7.828695019754418
내용,7.823179451365694
전사,7.801082789174799
습득,7.794342006896666
nlp,7.772945422382213
숙련도,7.771288152094912
변화,7.763979154998138
체제,7.746703431533337
특례,7.7234557945988085
스토리,7.717887296995183
기획자,7.710353418209946
ms,7.687202358616442
deep,7.6865057154290675
뛰우,7.636411299410812
업데이트,7.6193839237873116
정확,7.613388567505266
깊이,7.603512227644266
model,7.596344937805753
express,7.587851852993946
협의,7.5854796975904
rds,7.576457658826639
유사,7.567710255172391
충분,7.496888166739392
이나,7.483393164548964
스스로,7.482845504642142
음성,7.478836935868114
주문,7.475947564528956
펌웨어,7.470295539652196
가이드,7.443943954059758
신뢰,7.440809322558634
온라인,7.415822812969853
as,7.413064961120579
방안,7.401678238047367
세요,7.400608921076768
컨설팅,7.338696455281128
화면,7.287318720540947
동향,7.282606840792493
태도,7.2778978171052655
확보,7.265798487540182
전문연구요원,7.255232054517733
office,7.17257854352064
마인드,7.154082677784291
com,7.144864370190731
입사,7.140235461379582
출장,7.139982684076171
소지자,7.119528149067371
가설,7.118068703500188
센서,7.111260934705558
admin,7.104511817251849
긴밀,7.061646562547957
webpack,7.054200482337418
퍼블리싱,7.034410972520919
책임,7.0236854410426695
premise,7.018879493098765
측정,6.959111958782266
집중,6.945272720455346
강하,6.940333781935803
발견,6.936136342668515
서빙,6.934189920064505
저장,6.914590574622054
elasticsearch,6.89350525265639
컨텐츠,6.889265681441727
development,6.887325030066121
이벤트,6.867269382975433
식별,6.862501554857903
기계,6.789952501602636
tcp,6.759568617729776
브라우저,6.75893453883348
추론,6.752060834191276
terraform,6.741912339399094
infra,6.729027497171369
agile,6.7073409006880205
안전,6.700469646722735
수습,6.688542932220247
spark,6.687608555069534
설명,6.682130034913144
어렵,6.676296099197898
특성,6.674521523499634
렌더링,6.666350047800369
라이브,6.650042056690079
programming,6.6417291679600226
자유,6.638808844965671
정산,6.637989264592161
soc,6.633645918240818
성공,6.615556888998654
이력서,6.612130448649204
가장,6.592056810432832
보고서,6.590193516497821
tool,6.572645027932167
bitbucket,6.571530153568325
flask,6.5702181655655005
unix,6.528915209228676
확인,6.507315420483412
actions,6.502712702720517
로드맵,6.497885693339293
임팩트,6.490163756762819
기준,6.487257669822476
시나리오,6.479497557378048
선택,6.474453748410436
속도,6.473206102322136
선호,6.4615603803871835
반도체,6.45737009153051
합격,6.447215732060984
의지,6.442559193789028
stack,6.398551161607378
zustand,6.385619988345959
bi,6.375885011177864
nextjs,6.371589997145478
양산,6.358415429150497
team,6.355512479372141
적절,6.333063907297583
shell,6.325587154131576
lambda,6.311629888374125
다음,6.306373522063907
결함,6.2695875045683644
그리고,6.26525237602972
초기,6.259715299128847
과학,6.25608346712226
클러스터,6.253942036682633
체인,6.248592563260006
거부감,6.246394018136686
보장,6.239643868374798
public,6.227317775179716
백업,6.210437039085622
원리,6.206938025111527
테스팅,6.189479768962796
mssql,6.169114185168022
대상자,6.133334913896192
machine,6.120843630467116
리소스,6.119931580098157
리더,6.113908804215432
최고,6.105464781560629
자연어,6.093406506980481
즐겁,6.0842053694415545
리서치,6.07316531886093
flow,6.06659058687817
숙련,6.057345124543069
관제,6.049113240334779
be,6.048589934208366
infrastructure,6.03831883155257
스트리밍,6.024977248639177
카메라,6.013191699847806
science,6.003405152550075
흐름,6.00309209486018
보드,5.995244723100117
정기,5.995207662941581
테이블,5.984740633239282
준수,5.982401273756218
기법,5.9783006005950785
투자,5.959402277229362
openstack,5.954674997119559
배치,5.953589604499422
device,5.929251540062517
management,5.919372728213481
eks,5.913428330717424
si,5.912117544410186
recoil,5.883541811377197
etl,5.880320493011608
iac,5.878867917537524
mcu,5.863773484394896
홈페이지,5.822571494244946
거래,5.820965128135595
신속,5.8058565327617515
시험,5.805095745487272
단순,5.800222825644254
전산,5.782134527569766
rag,5.779033782337989
동시,5.777503301831406
느끼,5.775371534764762
자동차,5.767035814820799
시도,5.762532370124875
기회,5.751736911432646
unity,5.745658046954979
다면,5.720878117781377
연결,5.705415621191671
주기,5.693267213188858
런칭,5.682867557634422
isms,5.651516594062737
숙련자,5.650853150560252
기초,5.647388477261711
pipeline,5.595323795791293
레거시,5.592797872906278
차세대,5.5861155721513365
요청,5.580390075229568
사전,5.5751013543388375
예정,5.566067404197369
검사,5.56234145680369
조사,5.557796705151077
영업,5.556946123523631
오너,5.528247644577879
변경,5.516934649405647
산출,5.51384967815558
두렵,5.507130393039435
pl,5.504852170187147
릴리즈,5.5044366554083535
정형,5.4993205464205195
24,5.495396300388858
전문가,5.494593101855757
gitlab,5.4938388104741955
논의,5.493377191762887
우수,5.475366804175071
mvvm,5.464371248435927
제조,5.461327234940628
기관,5.458743045736748
script,5.45644481769924
grafana,5.454484398560503
파트너,5.446235873420504
etc,5.4422500533333915
목적,5.426135809440557
풍부,5.419698524189303
po,5.419386176296832
퍼블릭,5.418945177910012
요소,5.394537115061815
gpu,5.392894540957423
꾸준,5.390932475409609
technical,5.383296750131793
추구,5.38106812633239
argocd,5.378912753013988
아이디어,5.374631706532714
language,5.372404989866238
mybatis,5.370919373736094
대학,5.366352552511338
모두,5.362107076407365
ecs,5.355573346737074
scss,5.350845441947978
정리,5.347260603552615
우선,5.3303197731023655
detection,5.327916029151151
하이브리드,5.320870102559149
action,5.305192947062209
wpf,5.28812971430545
미만,5.282792834296174
리더십,5.280994348564659
부분,5.25978644523451
pcb,5.252656293231571
rust,5.250083135215504
이해관계자,5.226030295525593
compose,5.221716348996329
프로덕션,5.2214229500424105
수학,5.213965595796112
업계,5.20880997520316
성별,5.20661887384163
vmware,5.204760174106911
tuning,5.197587393281055
오더,5.193981424176561
장치,5.18307394542634
jsp,5.175286513148756
tech,5.1637869820216125
세계,5.1620577053458465
총괄,5.150146110934977
현장,5.138646858380613
open,5.136616721483067
fe,5.131706289335058
365,5.13092338829961
상호,5.125783934826438
보충역,5.119024240902265
grpc,5.115579280110398
aurora,5.115114681218753
arm,5.071987572029411
지도,5.068200222863599
리스크,5.027952415127496
발굴,4.990122859256278
npu,4.989928588227708
business,4.9853891411231785
마이그레이션,4.984428226719115
레벨,4.982567811949292
websocket,4.979752644126698
15,4.963621415884737
object,4.943490185482764
스쿼드,4.940773226357674
조율,4.923770951397559
퍼포먼스,4.914411630528848
rtl,4.893439168589499
멘토링,4.882220377861994
미디어,4.8774363488951105
commerce,4.877408176645475
병원,4.865465176334426
꼼꼼,4.861678212919376
소지,4.842799054752609
열리,4.835754280485885
io,4.829571180209294
웨어,4.829445571320475
적응,4.81017651137782
ssr,4.800495311567288
오류,4.797969836825646
container,4.795433719273788
모빌리티,4.7737524946635554
자원,4.752273112584685
탁월,4.745009245123444
연봉,4.7388636476672685
12,4.7187488694494455
대화,4.704147633923808
어떤,4.701018105512774
정제,4.685990016659519
마크업,4.682302049508829
트랜잭션,4.678763503246899
hibernate,4.6728486937472775
client,4.668901698854452
탐구,4.659153507023469
커스터마이징,4.658422841939077
해킹,4.65704407673537
헬스케어,4.655226898773561
mvp,4.648138915290557
컨트랙트,4.641879711513351
선정,4.639972612744733
예정자,4.637844600960635
문제점,4.634038449398486
사이클,4.630416038044107
skills,4.617041052754208
develop,4.614661545299578
ubuntu,4.613633058765621
팀워크,4.612317351084968
나이,4.611589151488751
datadog,4.611337562952357
사례,4.592874547036129
socket,4.5909928134209075
조치,4.589373146816295
elastic,4.584842338840306
co,4.563551177581339
microsoft,4.556382547873038
구동,4.554309017244594
ex,4.549695506378607
보고,4.543796501157463
주니어,4.53471146647844
특정,4.522100411392841
방화벽,4.508195021660821
그래픽,4.487380013586148
firebase,4.486685009906706
컴퓨팅,4.48524817649433
윈도우,4.479419665719826
이후,4.468435182700193
생태,4.460282588953551
image,4.456038384581107
박사,4.45297062786582
이루,4.451630677328588
intellij,4.4473754848668765
비지니스,4.444977466050774
커뮤니티,4.436292355551706
회원,4.430873652673074
니즈,4.4216352062569735
관계자,4.415219719679727
core,4.39651029449831
공간,4.390188694093463
당사,4.382558155513965
가용,4.379486575749863
남성,4.37487022420415
분류,4.369088292507125
task,4.36843615676507
batch,4.36240878764118
asp,4.361744040115432
으로서,4.351269900052485
처우,4.34883122593758
특히,4.348789671444561
담당자,4.347650465629
공감,4.346832520067799
부채,4.339459702836372
완성,4.3252305157458215
동일,4.3202475422200735
탐색,4.317809994116983
고급,4.313648493764301
흥미,4.3062042556872555
완료,4.305551949943352
tailwind,4.288116990449532
충족,4.286669305119811
온프레미스,4.286416513838708
hr,4.278405241848591
행동,4.270275637291444
심사,4.2628104218059715
구체,4.250342577489449
초대,4.2498908098502595
코어,4.249245119735535
드라이버,4.240020154112959
더욱,4.234136191102966
해석,4.231286571854453
그룹,4.231166922241788
case,4.230578569839051
비디오,4.230157049021857
querydsl,4.2251411041968305
점진,4.219917655554127
영향,4.219484050018697
우선순위,4.218067041130995
studio,4.213012099967223
solution,4.211320229410361
외주,4.205501487195383
국내외,4.200224598668704
원격,4.196819177177533
가상화,4.195069957740438
분석가,4.194685835591141
fpga,4.191089278717141
감사,4.180984907999415
저희,4.179739509492991
반복,4.167148605019184
시니어,4.1574661364048415
거래소,4.156252910996718
dynamodb,4.1508545727330795
elk,4.149893347961257
정부,4.139760324037225
qt,4.13729576576726
복구,4.131203727567854
매니징,4.130308885323938
방송,4.124622180076191
시뮬레이션,4.114373576076036
스프린트,4.110361495640083
full,4.10846539713498
시작,4.099639226277633
결과물,4.093547787622861
매니저,4.079218533628154
서로,4.07137921657926
jetpack,4.064235538819651
회계,4.045387974348784
ansible,4.0442215069706
업체,4.038969380364892
cross,4.018209302675172
작용,4.009183603804191
vite,4.005987201838434
위험,3.999477843939698
hadoop,3.9963689148778543
조건,3.9963557384520065
기재,3.9845097705306998
방지,3.9799623384118936
존중,3.9766325772475772
clinical,3.9746923380811325
mes,3.965257247199803
오프라인,3.9602350996309985
prometheus,3.9587668751833
친화,3.9569298202322702
능통,3.9519560747029496
팀장,3.941586302048429
상세,3.93576819447675
공공,3.933049439037522
開発,3.9307238715123987
라이다,3.9293156992756346
커리어,3.9118987405508836
하우스,3.9044874923635735
또한,3.902017235444798
teams,3.901585390931183
편집,3.8961382034047722
중급,3.8916444443405807
gateway,3.889434540728887
마음,3.887942087048987
ethereum,3.8846079955570465
병렬,3.876424163739359
센터,3.8725890700214443
면제,3.8718206045755386
플레이,3.871760486633301
고가용성,3.8701702173048425
일반,3.862415503798384
mvc,3.8531443640979814
도움,3.852804142309055
스토어,3.8493170714985254
워크플로우,3.849149625103484
리포트,3.848914842863385
maven,3.8287422431373863
권한,3.822969867618519
경량,3.8227123936333447
solidity,3.8206533474824442
탄탄,3.8170903157333873
모터,3.8142248970180037
본부,3.811058907919935
파트너사,3.8074810410837503
jest,3.802878319677261
동등,3.8025890083965463
기사,3.801243061824968
준비,3.7981459171205185
verilog,3.796192759475225
maria,3.79244331104528
feature,3.785070166252119
micro,3.7840347168898996
노드,3.7745461186626668
ad,3.7735892149575885
crm,3.7735174233710675
차트,3.7664175832100013
프로,3.7550693118815937
postgres,3.7517149592715118
based,3.7490421154500155
스타일,3.7470127657164576
경로,3.746747005177022
integration,3.7466356386747273
무선,3.7442552904991513
storybook,3.740987082552787
실현,3.7391575693039836
거리끼,3.7384214702699206
스위치,3.7382036511109553
firmware,3.7373064142437196
표현,3.730218218278345
사이드,3.7271121958738047
로깅,3.7261050107875566
지원자,3.7244225507565836
변환,3.7213219994389637
이론,3.718670645701238
내비게이션,3.709125688154945
kernel,3.7086179139652584
급여,3.705210944427783
로부터,3.703873246208563
simulation,3.7003717540682945
fine,3.693256195563093
보증,3.6916014121071172
맞춤,3.689907347369975
공정,3.67105109895043
전직,3.6602775128854805
바라,3.651485848432494
전산학,3.6499762098809976
알림,3.648941421428489
웹뷰,3.647562200225123
blockchain,3.646255992918583
multi,3.6439595733257493
소속,3.64098255585817
테크,3.634450420015736
tableau,3.6253204746812426
채팅,3.6247582144078816
브라우징,3.617529744077523
예약,3.6148099492047026
내리,3.6141307028029233
poc,3.6099656851504074
다르,3.6095438931052612
창출,3.608775447297609
tools,3.6077283676541017
driver,3.599695664955353
인력,3.599195288714908
호환,3.596680253941806
일관,3.5903924010909174
독립,3.5899253815345427
oop,3.578538584145199
library,3.568473831436796
cad,3.5627552887159064
학부,3.557900603725887
잠재,3.5468045988531913
dart,3.546603840930096
대량,3.5452224877793403
search,3.543725797704407
알리,3.5424730315257174
차원,3.525168890340324
지니,3.52411489935282
communication,3.5232580654357917
동영상,3.5223732441593723
전력,3.5221467986853012
스키마,3.515080506083888
대출,3.5100262208294017
seo,3.5041310964269012
메시지,3.484993022746441
sdv,3.484144143450108
security,3.4834961915017115
대외,3.483441170233256
토스,3.4754032160761197
예요,3.469497374856663
범위,3.461501881652022
objective,3.459725500951881
침해,3.4537567093672124
이메일,3.449873647449486
파일,3.44641957581144
인재,3.4415930708905598
engine,3.434163373599197
더라도,3.4327311185224136
거버넌스,3.423915231159251
user,3.4222036835100864
control,3.4220018687529703
의미,3.42120007853532
project,3.414559250887091
agent,3.414522309844185
interface,3.41390784427458
관하,3.406877803309662
구매,3.3964641584349744
마트,3.392009726533768
nginx,3.3876764730765534
knowledge,3.3799869737066706
digital,3.3742023360711957
storage,3.3696973835627713
특화,3.3662922891627214
매장,3.358597423250452
규정,3.3577917668377437
적재,3.3547180605482367
등록,3.353316428157067
으면,3.3514963155184114
work,3.339980809117639
다수,3.3383968778415483
global,3.3383605236784812
프롬프트,3.33533218072985
퀄리티,3.3321632234103715
babel,3.328774738637042
algorithm,3.3284129647264282
창의,3.326757228799383
순위,3.3265593846624038
대면,3.324350666252371
생태계,3.322794321823908
편리,3.3158271330885176
skill,3.313687206851442
완성도,3.3117050953588247
부탁,3.3082086237829613
iso,3.3058676252241885
리디,3.302966606313135
보험,3.3025005392585998
위치,3.300650213814858
diffusion,3.2996020115226554
estimation,3.298896561871273
text,3.2983073156035316
